告警信息,所属类别,预估方差,CDF百分比,风险指数
"17.06.43 CP3C S0126234 +CSQX208E !QP1S CSQXRESP Error receiving data, channel SAGLDD.QP0S connection (21.233.1.114) - (queue manager QP0S) - TRPTYPE=TCP RC=00000461 (ECONNRESET) reason=76650446",4,-1.021057773,0.994955374,194.377607
17.01.26 CP1E S0021523 BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLTM001.QUEUE CURRENT DEPTH:22237 [CurrentDepth >= 20000] 请关注BGL队列深度变化，加强监控,4,-1.019661319,0.994567326,180.7444398
"02.37.49 CP3A J0149521 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1828V00",4,-1.019203252,0.994437977,176.6153185
15.12.13 CP1E S0136294 BQCARQDEPS0 SEV=WAR MQ2A NamedQueue: PRM.CRE.PIPOUTQ2 CURRENT DEPTH: 3903 (CurrentDepth >= 2000),4,-1.018615649,0.994308628,172.6706438
10.01.05 CP3A J0007154 IEF450I P3OLOG IOS080I - ABEND=S222 U0000 REASON=00000000,4,-1.018043686,0.994049929,165.2873126
20.40.53 CP3C S0126234 _CSQX599E !QP1S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.41.114,4,-1.017514677,0.993920579,161.8274719
02.59.53 CP1C S0183102 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 60% FULL. 18224 TRACKS (1046259K) AVAILABLE,4,-1.017406645,0.99379123,158.5095063
"04.19.33 CP1C S0021164 DSNB356I -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP14, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL = 00D451814037 5D000000 04:06:54 MAY 13, 2018",4,-1.016774198,0.993532531,152.2656682
00.50.04 CP1A S0020475 BZZFSUSGES0 SEV=WAR CP1F ZFS Name: COGNOSDB.CGNOSA21.COGA.SCGCRZFS USE%: 89.92 [Usg% >= 80],4,-1.016284544,0.993273833,146.4950894
"02.38.35 CP3A J0130080 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1822V00",4,-1.016148652,0.993144483,143.7707701
19.07.04 CP1E S0021523 BQCARQDEPS0 SEV=WAR MQ2A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 4011 [CurrentDepth >= 2000],4,-1.015957607,0.993015134,141.1459275
"02.38.15 CP3A J0019120 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1819V00",4,-1.015905267,0.992885785,138.6152106
"02.38.27 CP3A J0026610 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1821V00",4,-1.015727558,0.992756435,136.1736456
"02.38.08 CP3A J0144033 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1826V00",4,-1.015454467,0.992627086,133.8166032
05.26.59 CP1E S0021523 BQSYSQDEPS0 SEV=WAR QP31 NamedQueue: SYSTEM.ADMIN.CHANNEL.EVENT CURRENT DEPTH:2803 (CurrentDepth >= 2000),4,-1.014948399,0.992368387,129.3391174
14.00.44 CP3D S0100985 _CSQX599E !QP2S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.41.114,4,-1.014654351,0.992109688,125.1515627
"02.38.38 CP3A J0122813 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1820V00",4,-1.014503917,0.991980339,123.1578495
"45- 02.37.49 CP3A J0149521 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.014431127,0.99185099,121.2266614
01.19.13 CP1E S0136294 BQAPPQDEPS0 SEV=WAR QP31 NamedQueue: BANCS.GCMS.TRANSMIT CURRENT DEPTH:2064 [CurrentDepth >= 2000],4,-1.014411318,0.99172164,119.3551027
"AA- 02.38.10 CP3A J0033402 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1823V00",4,-1.013729935,0.991462941,115.780157
13.48.11 CP1E S0082755 DNQK1006E 2018-04-04 05:48:11 BOCOU01 Message \21912995\ was backed out.,4,-1.013496124,0.991204243,112.4131383
14.09.39 CP1E S0082755 DNQK1006E 2018-04-02 06:09:39 BOCOU01 Message '21711753' was backed out.,4,-1.012202596,0.991074893,110.802014
"02.38.04 CP3A J0047751 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89DD94 ,DSN = IBMSE15.REXX.P3",4,-1.011975479,0.990945544,109.2364189
"00.24.16 CP1E S0021662 +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 00:24:16.",4,-1.011914528,0.990816195,107.7144501
12.39.38 CP1D S0082758 DNQK1006E 2018-04-05 04:39:38 BOCOU01 Message \22008266\ was backed out.,4,-1.01151526,0.990686845,106.2343091
"12.11.38 CP1E S0137390 DSNB356I -DP31 DSNB5SCO FOR GROUP BUFFER POOL GBP32K2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL = 00D424A93159 8F000000 12:05:59 APR 7, 2018",4,-1.011426788,0.990557496,104.7942949
"02.38.35 CP3A J0130080 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.011091508,0.990428146,103.3927977
20.19.00 CP3C S0126234 _CSQX599E !QP1S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.41.114,4,-1.011024221,0.990298797,102.0282924
"14.00.44 CP3D S0100985 _CSQX208E !QP2S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection [21.125.41.114] - [queue manager QP0S] - TRPTYPE=TCP RC=00000461 [ECONNRESET] reason=00000000",4,-1.010854095,0.990169448,100.6993335
"02.38.15 CP3A J0019120 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.010844085,0.990040098,99.4045499
07.01.52 CP1E S0136294 BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2425 (CurrentDepth >= 2000),4,-1.010732589,0.989910749,98.14264006
08.54.14 CP3C S0058717 DNQK1006E 2018-05-14 00:54:14 BOCOUA Message \30462829\ was backed out.,4,-1.010571828,0.9897814,96.9123677
"00.54.34 CP1D S0021973 _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 00:54:34.",4,-1.01041119,0.98965205,95.71255777
"02.38.08 CP3A J0144033 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.010389307,0.989522701,94.54209269
"02.38.18 CP3A J0011572 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.010239597,0.989393351,93.39990891
10.42.19 CP1D S0125231 DNQK1006E 2018-04-09 02:42:19 BOCOU01 Message \22169067\ was backed out.,4,-1.010102468,0.989264002,92.28499363
"AA- 02.38.27 CP3A J0026610 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.009795843,0.989005303,90.13315363
"02.38.38 CP3A J0122813 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.009648054,0.988875954,89.09443134
07.01.41 CP1E S0021523 BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2935 (CurrentDepth >= 2000),4,-1.009502405,0.988617255,87.08719195
"02.38.10 CP3A J0033402 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",4,-1.009448283,0.988487906,86.1171108
AA- 08.53.54 CP3C S0117169 DNQK1006E 2018-05-09 00:53:54 BOCOUA Message \30462681\ was backed out.,4,-1.009033352,0.988358556,85.16840341
07.02.36 CP1E S0021523 BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2206 (CurrentDepth >= 2000),4,-1.009014663,0.988229207,84.24037109
AA- 03.44.01 CP1E S0021523 BQSYSQDEPS0 SEV=WAR QP31 NamedQueue: SYSTEM.ADMIN.CHANNEL.EVENT CURRENT DEPTH:2803 [CurrentDepth >= 2000],4,-1.0088667,0.988099858,83.33234526
"20.19.00 CP3C S0126234 _CSQX208E !QP1S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection [21.125.41.114] - [queue manager QP0S] - TRPTYPE=TCP RC=00000461 [ECONNRESET] reason=00000000",4,-1.008214168,0.987970508,82.44368588
00.59.29 CP1E S0021523 BQCARQDEPS0 SEV=WAR MQ3A NamedQueue: ACQ.PRD.ATHINQ CURRENT DEPTH: 2450 [CurrentDepth >= 2000],4,-1.008113945,0.987841159,81.5737799
12.25.57 CP1D S0125231 DNQK1006E 2018-04-13 04:25:57 BOCOU01 Message \22617830\ was backed out.,4,-1.007748391,0.98771181,80.7220399
07.02.06 CP1E S0136294 BQAPPQDEPS0 SEV=WAR QWP1 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2233 [CurrentDepth >= 2000],4,-1.007093003,0.98758246,79.88790273
07.02.05 CP1E S0021523 BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2097 (CurrentDepth >= 2000),4,-1.007068591,0.987453111,79.07082827
22.21.00 CP1C S0020886 BCTRNCLASS0 SEV=WAR CIP1KA35 ClassName: TCLB35G [PurgeTotal >= 5],4,-1.005989156,0.987323761,78.27029829
"13.48.11 CP1D S0082758 DNIE4497E 2018-04-04 05:48:11 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog=\BIPmsgs\, error AA- number=\2917\, parameters=\[[MER.Branc hInfoCacheHolder.getN99Destina",4,-1.005055345,0.987065063,76.71690163
"10.42.18 CP1D S0125231 DNIE4497E 2018-04-09 02:42:18 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog=\BIPmsgs\, error - number=\2917\, parameters=\[[MER.BranchI nfoCacheHolder.getN99Destinati",4,-1.004995651,0.986935713,75.9630983
"12.39.38 CP1E S0082755 DNIE4497E 2018-04-05 04:39:38 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog='BIPmsgs', error - number='2917', parameters='((MER.BranchI nfoCacheHolder.getN99Destinati",4,-1.004834459,0.986806364,75.22396425
07.58.25 CP3A S0144621 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739448K] AVAILABLE,4,-1.004113856,0.986547665,73.78802383
00.07.55 CP1E S0021523 BQCARQDEPS0 SEV=WAR MQ3A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 3937 [CurrentDepth >= 2000],4,-1.003482178,0.986288966,72.40587751
E2E: 01.46.09 CP1C S0020886 BZLOGDCALS0 SEV=WAR CP1C Jobname: CYTALG11 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,4,-1.003130934,0.986159617,71.73404124
07.47.47 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739431K] AVAILABLE,4,-1.002994464,0.986030268,71.07455796
"14.09.39 CP1D S0082758 DNIE4497E 2018-04-02 06:09:39 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog='BIPmsgs', error - number='2917', parameters='((MER.BranchI nfoCacheHolder.getN99Destinati",4,-1.002893769,0.985900918,70.42709006
07.50.12 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30232 TRACKS [1735573K] AVAILABLE,4,-1.002458806,0.985771569,69.79131215
"AA- 12.25.57 CP1D S0125231 DNIE4497E 2018-04-13 04:25:57 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog=\BIPmsgs\, error - number=\2917\, parameters=\[[MER.Bra nchInfoCacheHolder.getN99Desti",4,-1.002403825,0.98564222,69.16691046
08.04.11 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS (1739465K) AVAILABLE,4,-1.002090557,0.98551287,68.55358237
08.07.44 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739458K] AVAILABLE,4,-1.001366632,0.985254172,67.35898917
10.27.44 CP1D S0021975 DSNT375I -DPW1 PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli CONNECTION-ID=SERVER - LUW-ID=GB030203.N753.D45818CF4A58=116538 - - THREAD-INFO=WASDB2U:11.3.2.3:WASDB2U: db2jcc_application:DYNAMIC:637,4,-1.001068301,0.985124822,66.77717017
07.50.45 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739462K] AVAILABLE,4,-1.000955389,0.984995473,66.20531612
AA *08.30.19 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739466K] AVAILABLE,4,-1.000654264,0.984866123,65.64317319
"00.42.21 CP1C S0181406 DSNB356I -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL = 00D45B60923E 66000000 00:33:56 MAY 21, 2018",4,-1.000446999,0.984736774,65.09049608
07.21.14 CP1D S0021986 BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 81.10 (Enabled%Full >= 80),4,-1.000348066,0.984607425,64.54704771
08.01.30 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739465K] AVAILABLE,4,-1.000144895,0.984478075,64.01259883
07.58.42 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739466K] AVAILABLE,4,-1.000026161,0.984219377,62.96981994
07.53.13 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739464K] AVAILABLE,4,-0.999932617,0.984090027,62.46106787
05- 14.07.08 CP3D S0172268 DSNT375I -DP2S PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli CONNECTION-ID=SERVER - LUW-ID=H57D0204.FDCA.D42182AC0053=174287 - - THREAD-INFO=WASDB2U:21.125.2.4:WA SDB2U:db2jcc_application:DYNAMIC:177 - 33:*:<::21.125.2,4,-0.99932606,0.983701979,60.98296878
08.03.49 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739466K] AVAILABLE,4,-0.999294608,0.98357263,60.5056933
03.43.48 S0141703 BSSTRGRUPS0 SEV=WAR CP2D SG: SGTEMP CURRENT: 82.70 [Enabled%Full >= 80],4,-0.999047079,0.98344328,60.03583046
08.03.47 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739466K] AVAILABLE,4,-0.998579326,0.983313931,59.57320893
01.09.31 CP1E S0136294 BQBUFPOOLS0 SEV=WAR QWP2 BufferPool ID: 3 [%Used >= 50],4,-0.997490705,0.983184582,59.11766258
07.57.13 CP3A S0122026 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739466K] AVAILABLE,4,-0.997394212,0.983055232,58.66903033
AA *08.06.11 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739464K] AVAILABLE,4,-0.997354847,0.982925883,58.22715595
12.38.52 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739437K] AVAILABLE,4,-0.997280533,0.982796533,57.79188791
07- 17.27.25 CP1D S0010098 DSNT375I -DPW1 PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli CONNECTION-ID=SERVER - LUW-ID=GB030204.K0BF.D4209AAB3C7E=125117 - - THREAD-INFO=WASDB2U:11.3.2.4:WASD B2U:db2jcc_application:DYNAMIC,4,-0.997100669,0.982667184,57.36307913
07.51.12 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739465K] AVAILABLE,4,-0.996522084,0.982537835,56.94058691
08.02.53 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739464K] AVAILABLE,4,-0.995864725,0.982408485,56.52427268
08.02.19 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739456K] AVAILABLE,4,-0.995797744,0.982279136,56.11400194
19.38.57 CP3C S0101312 BZZFSUSGES0 SEV=WAR CP3A ZFS Name: COGNOSDB.CGNOSA21.COGB.SCGCRZFS USE%: 93.50 [Usg% >= 80],9,-0.995349768,0.982149787,55.70964402
E2E: 00.38.31 CP1C S0020886 BZLOGDCALS0 SEV=WAR CP1F Jobname: CYTALG14 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,4,-0.994467335,0.982020437,55.31107202
E2E: 19.39.42 CP3A S0122066 BZLOGDCALS0 SEV=WAR CP3A Jobname: CYTALGZ1 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,4,-0.994128165,0.981891088,54.91816263
".34.54 IOS080I 59BD,9C,TMGL3700, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED DATASET NAME=PRDDEDPR.SPLIT.GLXX.TPGL0017.PR3700.T00",8,-0.992360093,0.98150304,53.7722286
"19.22.15 IOS080I 52B1,D4,*MASTER*, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. - CORRELATION-ID=014.DRSTRT02 - CONNECTION-ID=DP61 - LUW-ID=DSNDP01.D P61APPL.D43E2FC66CF6 -",4,-0.991832551,0.981114992,52.6731397
"19.19.11 IOS080I 5363,D4,*MASTER*, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. - CORRELATION-ID=014.DRSTRT02 - CONNECTION-ID=DP71 - LUW-ID=DSNDP01.D P71APPL.D43E2F165C0C -",4,-0.990945907,0.980985642,52.31669363
00.23.07 CP3C S0126128 DSNT375I -DP1S PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli 23- CONNECTION-ID=SERVER - LUW-ID=H57D0201.P023.D451CB5C7821=110786 - - THREAD-INFO=WASDB2U:21.12 5.2.1:WASDB2U:db2jcc_application:DYNAMIC:836 - 7:*:<::2,4,-0.989564555,0.980856293,51.96503938
15.51.53 CP1D S0021975 DSNT375I -DPW1 PLAN=DSNACLI WITH CORRELATION-ID=QWP1BRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DPW1APPL.D43F42D330DD=74440 AA- THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN :QWP1BRK:DYNAMIC:591:*:* -,4,-0.988748294,0.980597594,51.27572491
E2E: 01.59.41 CP3A S0122066 BZLOGDCALS0 SEV=WAR CP3A Jobname: CYTALGZ1 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,4,-0.988680719,0.980468245,50.9378803
08.00.15 CP3A S0141195 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 50% FULL. 30299 TRACKS [1739456K] AVAILABLE,4,-0.988240413,0.980338895,50.60445851
"19.08.06 IOS080I 5199,4B,*MASTER*, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. - CORRELATION-ID=014.DRSTRT02 - CONNECTION-ID=DP41 - LUW-ID=DSNDP01.D P41APPL.D43E2C9A4729 -",4,-0.988159556,0.980209546,50.27537326
05- 14.44.09 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D4520FABA84E=57105 - THREAD-INFO=STCWBIFN:RRSAF:STCWBI FN:QP2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WIT,4,-0.987794172,0.979950847,49.62987833
"19.19.06 CP1D IOS080I 50CC,D4,*MASTER*, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. - CORRELATION-ID=ENTRDTA10084 - CONNECTION-ID=CIP1FA21 - LUW-ID=DSNDP0C.DP2CAPPL.D43E",4,-0.987670129,0.979692148,49.00074854
05- 15.05.08 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D452145D4A20=57634 - THREAD-INFO=STCWBIFN:RRSAF:STCWBI FN:QP2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WIT,4,-0.987549207,0.979562799,48.69212732
14.07.08 CP3D S0172268 DSNT501I -DP2S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=db2jcc_appli 00- CONNECTION-ID=SERVER - LUW-ID=H57D0204.FDCA.D42182AC0053=174287 - REASON 00C90088 - TYPE 00000304 -,4,-0.986424723,0.97943345,48.38736934
00.23.07 CP3C S0126128 DSNT501I -DP1S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=db2jcc_appli 17- CONNECTION-ID=SERVER - LUW-ID=H57D0201.P023.D451CB5C7821=110786 - REASON 00C90088 - TYPE 00000304 -,4,-0.985800033,0.979174751,47.78915654
23.22.07 CP3D S0128172 DSNT501I -DP2S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D4528373DA20=69443 - REASON 00C90088 - TYPE 00000304 - NAME WBBASE .DNFO,4,-0.984581047,0.978916052,47.20555451
