告警信息,所属类别,预估方差,CDF百分比,风险指数
09.52.15 CP3A J0007102 IEF450I P3OLOG IOS080I - ABEND=S222 U0000 REASON=00000000,5,-1.063095054,0.991074893,110.802014
E2E: 01.46.09 CP1C S0020886 BZLOGDCALS0 SEV=WAR CP1C Jobname: CYTALG11 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,5,-1.062936661,0.990945544,109.2364189
"12.11.38 CP1E S0137390 DSNB356I -DP31 DSNB5SCO FOR GROUP BUFFER POOL GBP32K2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL = 00D424A93159 8F000000 12:05:59 APR 7, 2018",5,-1.062650614,0.990816195,107.7144501
"21.14.07 CP1F J0036006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 78.5% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.FPRD"" for Q subscription ""PUBDD_NFPRD"" (receive queue - ""QR.NI.SENDQ1.QPS",5,-1.062616911,0.990686845,106.2343091
00.23.07 CP3C S0126128 DSNT501I -DP1S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=db2jcc_appli 17- CONNECTION-ID=SERVER - LUW-ID=H57D0201.P023.D451CB5C7821=110786 - REASON 00C90088 - TYPE 00000304 -,5,-1.062539823,0.990557496,104.7942949
12.25.57 CP1D S0125231 DNQK1006E 2018-04-13 04:25:57 BOCOU01 Message \22617830\ was backed out.,5,-1.062248406,0.990428146,103.3927977
"02.38.08 CP3A J0144033 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1826V00",5,-1.062237798,0.990298797,102.0282924
12.39.38 CP1D S0082758 DNQK1006E 2018-04-05 04:39:38 BOCOU01 Message \22008266\ was backed out.,5,-1.062148451,0.990169448,100.6993335
E2E: 00.38.31 CP1C S0020886 BZLOGDCALS0 SEV=WAR CP1F Jobname: CYTALG14 IS NOT ACTIVE 端到端主机Log DC地址空间下宕。,5,-1.062127821,0.990040098,99.4045499
"00.24.16 CP1E S0021662 +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 00:24:16.",5,-1.062008424,0.989910749,98.14264006
"02.38.10 CP3A J0033402 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.062004838,0.9897814,96.9123677
"02.38.04 CP3A J0047751 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89DD94 ,DSN = IBMSE15.REXX.P3",5,-1.061985893,0.98965205,95.71255777
"02.38.35 CP3A J0130080 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.061744755,0.989522701,94.54209269
"18.52.41 CP1D S0022053 +CSQX208E !QWP1 CSQXRESP Error receiving data, channel SWIFTI.QWP0 connection (11.3.2.4) AA- (queue manager QWP0) - TRPTYPE=TCP RC=00000461 (ECONNRESET) reason=76650446",5,-1.061642758,0.989393351,93.39990891
"02.38.38 CP3A J0122813 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.061504782,0.989264002,92.28499363
05- 15.05.08 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D452145D4A20=57634 - THREAD-INFO=STCWBIFN:RRSAF:STCWBI FN:QP2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WIT,5,-1.061439071,0.989134653,91.19638187
"45- 02.37.49 CP3A J0149521 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.061384023,0.989005303,90.13315363
23.22.07 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D4528373DA20=69443 - THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:Q P2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WITH PL,5,-1.061045631,0.988875954,89.09443134
"14.00.44 CP3D S0100985 _CSQX208E !QP2S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection [21.125.41.114] - [queue manager QP0S] - TRPTYPE=TCP RC=00000461 [ECONNRESET] reason=00000000",5,-1.060902076,0.988746605,88.07937739
"02.38.15 CP3A J0019120 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.060748438,0.988617255,87.08719195
"21.14.58 CP1D J0165451  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.TXCN"" for Q subscription ""PUBDD_NTXCN"" (receive queue - ""QR.NI.SENDQ1.QPS",5,-1.06073135,0.988487906,86.1171108
15.05.08 CP3D S0128172 DSNT501I -DP2S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=QP2SBRK CORRELATION-ID=QP2SBRK - CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D452145D4A20=57634 - THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:QP2SBRK:DYN,5,-1.059480881,0.988358556,85.16840341
"02.38.08 CP3A J0144033 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.059451745,0.988229207,84.24037109
05- 14.07.08 CP3D S0172268 DSNT375I -DP2S PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli CONNECTION-ID=SERVER - LUW-ID=H57D0204.FDCA.D42182AC0053=174287 - - THREAD-INFO=WASDB2U:21.125.2.4:WA SDB2U:db2jcc_application:DYNAMIC:177 - 33:*:<::21.125.2,5,-1.058961778,0.988099858,83.33234526
"AA- 02.38.10 CP3A J0033402 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89C07C ,DSN = SYSBAK.OLOG.PLEXP3.DAILY.G1823V00",5,-1.058781734,0.987970508,82.44368588
"12.39.38 CP1E S0082755 DNIE4497E 2018-04-05 04:39:38 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog='BIPmsgs', error - number='2917', parameters='((MER.BranchI nfoCacheHolder.getN99Destinati",5,-1.058401542,0.987841159,81.5737799
"02.38.18 CP3A J0011572 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.05837974,0.98771181,80.7220399
"04.19.33 CP1C S0021164 DSNB356I -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP14, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL = 00D451814037 5D000000 04:06:54 MAY 13, 2018",5,-1.058176162,0.98758246,79.88790273
"04.14.23 CP1E S0177429  DSNB356I  -DP31 DSNB5SCO FOR GROUP BUFFER POOL GBP34, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5068DB1BE9A000000 04:06:20 OCT  4, 2018",5,-1.057949784,0.987453111,79.07082827
07.41.16 CP2D S0189174  BSSTRGRUPS1 SEV=WAR CP2D SG: SGC64 CURRENT: 84.50 (Enabled%Full >= 80),4,-1.057684366,0.987323761,78.27029829
"00.31.39 CP1C S0177136  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D50519E3EF73000000 00:22:54 OCT  3, 2018",5,-1.057569557,0.987194412,77.48581531
"13.48.11 CP1D S0082758 DNIE4497E 2018-04-04 05:48:11 BOCOU01 RCVROUTING Exception without valid message ID; exception data: message catalog=\BIPmsgs\, error AA- number=\2917\, parameters=\[[MER.Branc hInfoCacheHolder.getN99Destina",5,-1.057169885,0.987065063,76.71690163
05- 14.44.09 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D4520FABA84E=57105 - THREAD-INFO=STCWBIFN:RRSAF:STCWBI FN:QP2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WIT,5,-1.056612541,0.986935713,75.9630983
18.34.32 CP1D S0021975  DSNT375I  -DPW1 PLAN=DSNACLI WITH CORRELATION-ID=QWP1BRK CONNECTION-ID=RRSAF -         LUW-ID=BOCHQP.DPW1APPL.D4F473C2C225=124299 -         THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:QWP1BRK:DYNAMIC:38934:*:* -,5,-1.056567788,0.986806364,75.22396425
00.59.08 CP3D S0128172 DSNT375I -DP2S PLAN=DSNACLI WITH CORRELATION-ID=QP2SBRK CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D45298E9038A=71708 - THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:Q P2SBRK:DYNAMIC:8402:*:* - IS DEADLOCKED WITH PL,5,-1.056481226,0.986677015,74.49907539
15.05.08 CP3D S0128172 DSNT501I -DP2S DSNILMCL RESOURCE UNAVAILABLE CORRELATION-ID=QP2SBRK 00- CONNECTION-ID=RRSAF - LUW-ID=BOCHQP.DP2SAPPL.D452145D4A20=57634 - REAS ON 00C90088 - TYPE 00000304 - NAM,5,-1.056228689,0.986547665,73.78802383
"03.41.12 CP1C S0021164  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D4F76FD0A08E000000 03:32:47 SEP 22, 2018",5,-1.055927287,0.986418316,73.09041713
"AA- 02.38.27 CP3A J0026610 IEC999I IFG0TC0A,IFG0TC0B,P3OLOG ,IOS080I ,DEB ADDR=89CD94 ,DSN = IBMSE15.REXX.P3",5,-1.055819273,0.986288966,72.40587751
02.59.53 CP1C S0183102 *EDG2107E JOURNAL THRESHOLD REACHED - JOURNAL IS * 60% FULL. 18224 TRACKS (1046259K) AVAILABLE,9,-1.055776139,0.986159617,71.73404124
