,summary,risk,category,variance,CDFscore
36,21.04.10 CP1D J0148425  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3724577351310733,0.1083249024425495
37,21.04.10 CP1D J0148425  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3720562947417011,0.1073854603266368
38,21.04.10 CP1D J0148425  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3716217404829515,0.10579563520739992
39,03  21.04.10 CP1D J0148425  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.39241334877254985,0.14966035554270848
40,21.11.41 CP1F J0148536 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3.0,0,-0.7930413666602373,0.6737245266657031
41,21.14.01 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 71.2% INUSE SYSJOB,3.0,5,-0.6420964867281991,0.6206821795057089
42,21.14.02 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 234 71.6% INUSE SYSJOB,3.0,5,-0.6760160018682093,0.6296430119959532
43,21.14.02 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 78.5% INUSE SYSJOB,3.0,5,-0.6868612698265344,0.6315941610059257
44,21.14.03 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 245 75.2% INUSE SYSJOB,3.0,5,-0.7076967140028885,0.6343402225755167
45,21.14.03 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.9% INUSE SYSJOB,3.0,5,-0.6724335043109861,0.6285590403237462
46,"21.14.03 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 245 75.2% INUSE SYSJOB by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.CPTL"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NCPTL"" - (receive queue ""QR.NI.SENDQ1.QPS1",618.0,0,-1.0793424702432275,0.9984824396589103
47,02  21.14.01 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 74.2% INUSE SYSJOB,2.0,5,-0.5857916131346956,0.5896083249024425
48,21.14.52 CP1E J0148460  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYZ HAS 20 DATASETS(MAX 32) SYSJOB,2.0,2,-0.5896693653685957,0.5937996820349761
49,21.14.52 CP1E J0148460  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 24 DATASETS(MAX 32) SYSJOB,2.0,2,-0.5393599329269231,0.4898106662812545
50,23.54.21 CP3C S0098409  BZZFSUSGES0 SEV=WAR CP3A ZFS Name: FTM300.OMVS.VAR.ZFS USE%: 84.48 (Usg% >= 80),30.0,0,-0.9531595269360871,0.9664691429397312
51,23.54.21 CP3C S0098409  BZZFSUSGES0 SEV=WAR CP3D ZFS Name: FTM300.OMVS.VAR.ZFS USE%: 84.48 (Usg% >= 80),29.0,0,-0.9455468935884905,0.9651683769330828
52,23.54.21 CP3C S0098409  BZZFSUSGES0 SEV=WAR CP3B ZFS Name: FTM300.OMVS.VAR.ZFS USE%: 84.48 (Usg% >= 80),30.0,0,-0.9516957940919725,0.9663246133834369
53,23.54.21 CP3C S0098409  BZZFSUSGES0 SEV=WAR CP3C ZFS Name: FTM300.OMVS.VAR.ZFS USE%: 84.48 (Usg% >= 80),30.0,0,-0.9576822272770101,0.9667582020523197
54,"00.14.45 CP3D          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D3C58F3C 401E00D5, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 85%: *   SPACE USAGE     IN-USE       T",130.0,0,-1.051212799106679,0.9924121982945512
55,".54.31 CP2C           IOS080I 15BA,BC,UPA65102, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",30.0,8,-0.9575323367523796,0.9666859372741725
56,01.00.07 CP3D J0102264 *IEF099I JOB SMFMRGOS WAITING FOR DATA SETS,3.0,0,-0.7555876396767064,0.6420002890591125
57,01.05.02 CP3B J0103459 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3.0,0,-0.7509274236400107,0.6397600809365516
58,01.05.03 CP1E J0160561 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3.0,0,-0.7492430353964357,0.6391096979332274
59,01.06.15 CP2D J0096036 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3.0,0,-0.7733341760990667,0.6541407717878306
60,"01.20.35 CP1D S0002847  DNFO1033E 2018-09-15 17:20:35 BOCOU01 DNF_O_FT SAG returned error information with the following parameters: -  Code    : 'Sw.Sec.HSMContextLost' -  Text    : 'Security context has become invalid., DN=cn=fi",505.0,0,-1.0748220841149119,0.9981211157681746
61,01.20.54 CP1E S0002842  DNFO1005E 2018-09-15 17:20:53 BOCOU01 DNF_O_FT SAG reported an error with the following parameters: -  Severity    : 'Transient' -  Code        : 'Sw.Req.DirectoryConnection' -  Parameter   : 'Level=1' -  T,292.0,0,-1.0665010971757964,0.9966758202052319
62,01.43.15 CP1C J0164025 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3.0,0,-0.7765287478544407,0.6566700390229802
63,01.56.30 CP1D J0165094 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3.0,0,-0.7836954214359316,0.6656308715132244
64,02.00.02 CP3A J0114241 *IEF099I JOB RMFMAGIC WAITING FOR DATA SETS,3.0,0,-0.7871058787738535,0.6691718456424339
65,02.01.09 CP1F S0124262  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS540000 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D4EFCA25B9AE = 42295 -,124.0,0,-1.0506746541230954,0.9920508744038156
66,02.15.03 CP3B J0116231 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3.0,0,-0.7730295160038024,0.6538517126752421
67,02.35.20 CP1E J0166978 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3.0,0,-0.7786395517238665,0.6586934528110999
68,05.03.32 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 74.2% INUSE SYSJOB,3.0,5,-0.5990608929869436,0.6024714554126319
69,05.03.33 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 245 75.2% INUSE SYSJOB,3.0,5,-0.7249892282510655,0.6364359011417835
70,05.03.33 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 234 71.6% INUSE SYSJOB,3.0,5,-0.6952611042035175,0.6326781326781327
71,05.03.33 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 78.6% INUSE SYSJOB,3.0,5,-0.7056682292910756,0.6338343691284868
72,05.03.33 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 71.2% INUSE SYSJOB,3.0,5,-0.6653353117896781,0.6273305390952449
73,05.03.34 CP1F J0182167  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.9% INUSE SYSJOB,3.0,5,-0.6915425337345438,0.6321722792311028
74,05.04.11 CP1E J0182227  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.38905736238665534,0.14142217083393555
75,05.04.11 CP1E J0182227  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,2,-0.4153718957945134,0.19540396010984246
76,05.04.11 CP1E J0182227  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3854529695318847,0.13535192946957653
77,05.04.11 CP1E J0182227  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3882152154210208,0.14041046393987572
78,05.04.19 CP1F J0182167  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 24 DATASETS(MAX 32) SYSJOB,2.0,2,-0.4998612086021099,0.39174736233559765
79,05.04.19 CP1F J0182167  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYZ HAS 20 DATASETS(MAX 32) SYSJOB,2.0,2,-0.5532298632674023,0.5304957363780893
80,05.32.45 CP1F J0182782 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3.0,0,-0.7917030582876653,0.6730018788842318
81,05.49.11 CP1C J0183042 *IEF099I JOB A01S804B WAITING FOR DATA SETS,3.0,0,-0.7930291598169249,0.673652261887556
82,07.40.23 CP3D S0098408  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERZ.TWZP.APALL.D180905 EXTENTS = 11 (Exts > 10),22.0,0,-0.8986711019919621,0.9552681023269258
83,07.46.12 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),26.0,0,-0.9304729267022308,0.961410608469432
84,08.06.27 CP2D S0189174  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 15 (Exts > 12),23.0,0,-0.903796178383466,0.9567856626680156
85,10.17.12 CP1C J0186619 *IEF099I JOB SORTALL  WAITING FOR DATA SETS,3.0,0,-0.7998077362610023,0.6849978320566555
86,11.05.21 CP1C J0187376 *IEF099I JOB SORTALL  WAITING FOR DATA SETS,3.0,0,-0.7966563491781417,0.6789275906922966
87,12.19.34 CP1E J0188734 *IEF099I JOB QXPRERPT WAITING FOR DATA SETS,3.0,0,-0.8075150367362737,0.7081225610637375
88,12.32.14 CP1C J0189078 *IEF099I JOB CXBKUPGL WAITING FOR DATA SETS,3.0,0,-0.8055030623093148,0.7013296719179072
89,12.42.07 CP1E J0189146 *IEF099I JOB G0GETOUT WAITING FOR DATA SETS,3.0,0,-0.8059336303441177,0.7024859083682613
90,".52.31 CP2D           IOS080I 15C7,A4,UPA64303, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA64303",32.0,8,-0.9694287152642544,0.9688538806185865
91,16.45.17 CP2A J0160465 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,4.0,0,-0.8129356828039255,0.7299465240641712
92,17.44.31 CP2C J0164763 *IEF099I JOB RI00D21D WAITING FOR DATA SETS,5.0,0,-0.8310017388043197,0.810955340367105
93,17.44.30 CP2D J0164762 *IEF099I JOB RI00D01D WAITING FOR DATA SETS,4.0,0,-0.8223357644591027,0.7675242087006793
94,17.44.37 CP2A J0164764 *IEF099I JOB RI00D41D WAITING FOR DATA SETS,9.0,0,-0.8426807737048406,0.8895794189911836
95,17.44.41 CP2C J0164766 *IEF099I JOB RI00D81D WAITING FOR DATA SETS,5.0,0,-0.8319870878197483,0.8173869056221997
96,17.52.02 CP2D J0165197 *IEF099I JOB RI30201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
97,17.52.01 CP2B J0165186 *IEF099I JOB RI00201D WAITING FOR DATA SETS,4.0,0,-0.8247556145681791,0.7769186298598063
98,17.52.02 CP2D J0165196 *IEF099I JOB RI23201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
99,17.52.02 CP2D J0165195 *IEF099I JOB RI22201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
100,17.52.02 CP2D J0165194 *IEF099I JOB RI21201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
101,17.52.01 CP2A J0165189 *IEF099I JOB RI12201D WAITING FOR DATA SETS,5.0,0,-0.8268859218385456,0.7878306113600231
102,17.52.01 CP2A J0165190 *IEF099I JOB RI13201D WAITING FOR DATA SETS,5.0,0,-0.8268859218385456,0.7878306113600231
103,17.52.02 CP2D J0165193 *IEF099I JOB RI16201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
104,"17.52.03 CP2A J0165202 *IEF099I JOB RI35201D WAITING FOR DATA SETS SUNDAY, SEPTEMBER 16, 2018",20.0,0,-0.8686325352779497,0.9502095678566267
105,17.52.03 CP2D J0165206 *IEF099I JOB RI39201D WAITING FOR DATA SETS,4.0,0,-0.812330689324196,0.727128197716433
106,17.52.04 CP2C J0165209 *IEF099I JOB RI43201D WAITING FOR DATA SETS,4.0,0,-0.8233298800767034,0.7712819771643301
107,17.52.04 CP2C J0165211 *IEF099I JOB RI45201D WAITING FOR DATA SETS,4.0,0,-0.8233298800767034,0.7712819771643301
108,17.52.03 CP2D J0165204 *IEF099I JOB RI37201D WAITING FOR DATA SETS,4.0,0,-0.812330689324196,0.727128197716433
109,17.52.03 CP2D J0165203 *IEF099I JOB RI36201D WAITING FOR DATA SETS,4.0,0,-0.812330689324196,0.727128197716433
110,17.52.03 CP2D J0165205 *IEF099I JOB RI38201D WAITING FOR DATA SETS,4.0,0,-0.812330689324196,0.727128197716433
111,17.52.02 CP2D J0165191 *IEF099I JOB RI14201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
112,17.52.02 CP2D J0165192 *IEF099I JOB RI15201D WAITING FOR DATA SETS,4.0,0,-0.8104959977962477,0.7195403960109843
113,17.52.04 CP2C J0165208 *IEF099I JOB RI42201D WAITING FOR DATA SETS,4.0,0,-0.8233298800767034,0.7712819771643301
114,17.52.04 CP2B J0165212 *IEF099I JOB RI46201D WAITING FOR DATA SETS,5.0,0,-0.8309375560483502,0.8105940164763694
115,17.52.04 CP2C J0165207 *IEF099I JOB RI41201D WAITING FOR DATA SETS,4.0,0,-0.8233298800767034,0.7712819771643301
116,17.52.02 CP2B J0165200 *IEF099I JOB RI33201D WAITING FOR DATA SETS,5.0,0,-0.8257086414754404,0.7812545165486342
117,17.52.05 CP2D J0165217 *IEF099I JOB RI53201D WAITING FOR DATA SETS,4.0,0,-0.812803979982642,0.7296574649515826
118,17.52.03 CP2A J0165201 *IEF099I JOB RI34201D WAITING FOR DATA SETS,5.0,0,-0.8293931372083845,0.8012718600953895
119,17.52.05 CP2A J0165214 *IEF099I JOB RI50201D WAITING FOR DATA SETS,5.0,0,-0.8301747413986662,0.8051018933371874
120,17.52.05 CP2D J0165216 *IEF099I JOB RI52201D WAITING FOR DATA SETS,4.0,0,-0.812803979982642,0.7296574649515826
121,17.52.05 CP2A J0165215 *IEF099I JOB RI51201D WAITING FOR DATA SETS,5.0,0,-0.8301747413986662,0.8051018933371874
122,17.52.02 CP2B J0165198 *IEF099I JOB RI31201D WAITING FOR DATA SETS,5.0,0,-0.8257086414754404,0.7812545165486342
123,17.52.02 CP2B J0165199 *IEF099I JOB RI32201D WAITING FOR DATA SETS,5.0,0,-0.8257086414754404,0.7812545165486342
124,17.52.04 CP2B J0165213 *IEF099I JOB RI47201D WAITING FOR DATA SETS,5.0,0,-0.8309375560483502,0.8105940164763694
125,17.52.06 CP2C J0165220 *IEF099I JOB RI62201D WAITING FOR DATA SETS,4.0,0,-0.8210430744373173,0.7635496459025871
126,17.52.06 CP2C J0165221 *IEF099I JOB RI63201D WAITING FOR DATA SETS,4.0,0,-0.821043074437317,0.7633328515681457
127,17.52.06 CP2C J0165222 *IEF099I JOB RI64201D WAITING FOR DATA SETS,4.0,0,-0.8210430744373173,0.7635496459025871
128,17.52.06 CP2C J0165218 *IEF099I JOB RI54201D WAITING FOR DATA SETS,4.0,0,-0.8210430744373173,0.7635496459025871
129,17.52.06 CP2C J0165219 *IEF099I JOB RI61201D WAITING FOR DATA SETS,4.0,0,-0.821043074437317,0.7633328515681457
130,17.52.07 CP2B J0165224 *IEF099I JOB RI66201D WAITING FOR DATA SETS,5.0,0,-0.8271082933748163,0.7887700534759359
131,17.52.07 CP2D J0165226 *IEF099I JOB RI99201D WAITING FOR DATA SETS,4.0,0,-0.8120195096064678,0.7258274317097847
132,17.52.06 CP2A J0165223 *IEF099I JOB RI65201D WAITING FOR DATA SETS MESSAGES ACTED UPON.,22.0,0,-0.8967672337042522,0.9544009249891603
133,17.52.07 CP2B J0165225 *IEF099I JOB RI96201D WAITING FOR DATA SETS,5.0,0,-0.8271082933748163,0.7887700534759359
134,21.04.11 CP1D J0196406  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3657131527437303,0.09538950715421304
135,02  21.04.11 CP1D J0196406  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.37544570568917557,0.1150455268102327
136,21.04.11 CP1D J0196406  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.36246244652875403,0.09127041479982656
137,21.04.11 CP1D J0196406  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3651744571922576,0.09466685937274173
138,21.04.11 CP1D J0196406  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,2,-0.3660013692027271,0.09582309582309582
139,21.11.48 CP1D J0196509 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3.0,0,-0.7893561707586988,0.6715565833212892
140,21.14.32 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 71.2% INUSE SYSJOB,3.0,5,-0.6658479536404993,0.6275473334296864
141,21.14.32 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 79.0% INUSE SYSJOB,3.0,5,-0.7233291880562402,0.6362191068073421
142,21.14.32 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 234 71.6% INUSE SYSJOB,3.0,5,-0.695882814761682,0.6327503974562798
143,21.14.33 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 245 76.0% INUSE SYSJOB,3.0,5,-0.7380738211766749,0.6379534614828732
144,21.14.33 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.9% INUSE SYSJOB,3.0,5,-0.6941727735553194,0.6324613383436913
145,21.14.31 CP1D J0196440  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 74.3% INUSE SYSJOB,3.0,5,-0.6090342975975838,0.6081803728862553
146,21.15.18 CP1D J0196440  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 24 DATASETS(MAX 32) SYSJOB,2.0,2,-0.5026150167747667,0.3973117502529267
147,21.15.19 CP1D J0196440  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYZ HAS 20 DATASETS(MAX 32) SYSJOB,2.0,2,-0.5517223209254096,0.5267379679144385
148,22.28.20 CP1C J0197255 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0,0,-0.7960289221457536,0.6779158837982368
149,23.41.38 CP1F J0008374 *IEF099I JOB G01S023B WAITING FOR DATA SETS,4.0,0,-0.8157813967246733,0.7428819193525076
150,00.09.33 CP1D J0008578 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3.0,0,-0.778923334023358,0.6589825119236884
151,"01  00.34.16 CP1D           IOS080I 45C6,DA,DP2CDBM1, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=ESSPRDDB.DSNDBD.DISSPRD.CGEN008P.I0001.A002",3.0,8,-0.701457310650561,0.6334730452377512
152,".34.16 CP1D           IOS080I 45C6,EE,DP2CDBM1, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=ESSPRDDB.DSNDBD.DISSPRD.CGEN008P.I0001.A004",3.0,8,-0.7096768500016499,0.6345570169099581
153,".34.16 CP1D           IOS080I 45B8,4E,DP2CDBM1, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=ESSPRDDB.DSNDBD.DISSPRD.CGEN008P.I0001.A007",3.0,8,-0.7208093423400359,0.6359300476947536
154,".34.16 CP1D           IOS080I 45B8,4A,DP2CDBM1, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",3.0,8,-0.7718551003429266,0.6522618875560052
155,".34.16 CP1D           IOS080I 45B8,4A,DP2CDBM1, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. 00          DATASET NAME=ESSPRDDB.DSNDBD.DISSPRD.CGEN008P.I0001.A007",3.0,8,-0.7209009889381477,0.6360023124729007
