告警信息,所属类别,预估方差,CDF百分比,风险指数
".54.31 CP2C           IOS080I 15BA,BC,UPA65102, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",2,-1.018809886,0.993898062,161.2399153
18.02.04 CP3D S0048789  _CSQX599E !QP2S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.38.166,2,-1.01865642,0.993539124,152.4186754
"15.44.14 CP1D S0182330  DNIE4497E 2018-09-17 07:44:14 BOCOU01 SNDROUTING Exception without valid message ID; exception data: message catalog='BIPmsgs', error - number='2322', parameters='((22005)(-99999)( DB2 FOR OS/390  ODBC - DR",2,-1.017908668,0.993180187,144.5125683
04.53.53 J0186346 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FH3228 (/tapelibPRODHSH/DD1_POOL02_FS6/FH3228) already scratched,7,-1.017809834,0.992821249,137.3862101
05.53.39 CP1D J0071434 *IEF099I JOB G0FSP051 WAITING FOR DATA SETS Volume FL3838 (/tapelibPRODHSH/DD1_POOL02_FS11/FL3838) already scratched,7,-1.017393736,0.992462312,130.9296664
"04.23.03 CP1F           IOS080I 11C3,90,ZAPISS0G, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP121C3",0,-1.016548674,0.992103374,125.0527412
"04.06.10 CP1D           IOS080I 49C7,D0,ZAPISS0D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP15BC8",0,-1.016245774,0.991744436,119.6807368
"18.02.04 CP3D S0048789  _CSQX208E !QP2S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection 21.125.38.166 -  [queue manager QP0S] -  TRPTYPE=TCP RC=00000461 [ECONNRESET] reason=769E0291",2,-1.015919455,0.991385499,114.7512624
"01.56.47 CP2C           IOS080I 58DD,8C,ROMGA00D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",2,-1.014515936,0.991026561,110.2117997
"21.14.07 CP1F J0036006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 78.5% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.FPRD"" for Q subscription ""PUBDD_NFPRD"" (receive queue - ""QR.NI.SENDQ1.QPS",2,-1.012896243,0.990667624,106.0178244
05.05.53 CP1E J0003856  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB Volume FJ9870 (/tapelibPRODHSH/DD1_POOL02_FS6/FJ9870) already scratched,3,-1.012110746,0.990308686,102.1313411
07.50.52 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 82.10 [Enabled%Full >= 80] Device 0DE6 volume KB0263 AMDD modified 20561 of 20618 blocks written,2,-1.012031906,0.989949749,98.5197287
"21.14.58 CP1D J0165451  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.TXCN"" for Q subscription ""PUBDD_NTXCN"" (receive queue - ""QR.NI.SENDQ1.QPS",2,-1.011584128,0.989590811,95.15482298
"01.27.57 CP2C           IOS080I 14BA,C8,RI51S91D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPMDD995.RI51S91D",2,-1.011389433,0.989231874,92.01218022
07.21.11 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 82.70 [Enabled%Full >= 80],2,-1.011367478,0.988872936,89.07048269
"23.44.09 CP3B           IOS080I 6172,17,ZIMBA12A, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",0,-1.009740384,0.988513999,86.31105438
"21.14.53 CP1E J0088234  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 70.3% INUSE SYSJOB by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.TPFL"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NTPFL"" - (receive queue ""QR.NI.SENDQ1.QPS1",2,-1.009465358,0.988155061,83.71746408
"21.15.23 CP1E J0088234  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 653 87.4% INUSE SYSJOB by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.CPTL"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NCPTL"" - (receive queue ""QR.NI.SENDQ1.QPS1",2,-1.009332465,0.987796123,81.27519794
"21.14.03 CP1E J0148460  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 245 75.2% INUSE SYSJOB by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.CPTL"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NCPTL"" - (receive queue ""QR.NI.SENDQ1.QPS1",2,-1.007786331,0.987437186,78.97138775
"01.55.27 CP2B           IOS080I 4DC7,B8,C4041338, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A3308",2,-1.007214906,0.987078248,76.79458414
02.23.57 CP1D S0041765  BSSTRGRUPS0 SEV=WAR CP1D SG: SGSYSBAK CURRENT: 81.70 (Enabled%Full >= 80),2,-1.006493385,0.986719311,74.73456621
".55.15 CP2A           IOS080I 4CFB,AC,UL460009, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLO.CUS1.UU460009",2,-1.005312353,0.986360373,72.78218117
".51.46 CP2B           IOS080I 13C7,74,UPA64102, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA64102",2,-1.005302956,0.986001436,70.92920827
05.37.46 CP1F J0158548 *IEF099I JOB A01S766B WAITING FOR DATA SETS USER=WBICRON CONNECTION-ID=RRSAF CORRELATION-ID=WBICRON2 JOBNAME=WBICRON2 ASID=00FB TCB=00000000,2,-1.004695888,0.985642498,69.16824319
05.05.24 CP1E J0070296  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 78.5% INUSE SYSJOB Volume FK4425 (/tapelibPRODHSH/DD1_POOL02_FS2/FK4425) already scratched,1,-1.004419197,0.985283561,67.49259907
05.53.13 CP1D J0004597 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS Volume FN0949 (/tapelibPRODHSH/DD1_POOL02_FS13/FN0949) already scratched,7,-1.004358711,0.984924623,65.89622173
"01.48.52 CP2B           IOS080I 14BA,A4,RI12D01D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPTDS203.RI12C02D",2,-1.003923402,0.984565686,64.37361652
"01.50.23 CP2A           IOS080I 4BEE,70,C4041651, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",2,-1.003459777,0.984206748,62.91978518
"03.28.22 CP2C           IOS080I 42FB,0E,AM300025, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM202506.S01",2,-1.003176164,0.98384781,61.53017099
".25.00 CP2B           IOS080I 15EE,7A,UL460017, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLO.CUS1.UU460017 FROM S0043937 TP2C",2,-1.003041807,0.983488873,60.20061108
01.54.15 CP1D S0178179  BSSTRGRUPS0 SEV=WAR CP1D SG: SGSYSBAK CURRENT: 82.10 (Enabled%Full >= 80),2,-1.001360379,0.983129935,58.9272948
01.54.15 CP1D S0178179  BSSTRGRUPS0 SEV=WAR CP1D SG: SGSYSBAK CURRENT: 82.10 [Enabled%Full >= 80],2,-1.001360379,0.983129935,58.9272948
07.41.16 CP2D S0189174  BSSTRGRUPS1 SEV=WAR CP2D SG: SGC64 CURRENT: 84.50 (Enabled%Full >= 80),2,-1.001078213,0.98241206,56.53569704
"03.20.38 CP2D           IOS080I 4DC0,D0,ZM010001, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.OTHER.TEMP.ZR010028",2,-0.999583105,0.982053123,55.41124852
21.14.17 CP1D J0152807  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 668 86.8% INUSE SYSJOB data changes and whether the Q subscription specifies that load - operations at the source table should be replicated (value of - CAPTURE_LOAD column in the IBMQR,2,-0.998863841,0.981694185,54.33065645
"03.43.19 CP2A           IOS080I 14F1,7E,AM300007, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM200744.S01 -  SATURDAY, SEPTEMBER 22, 2018",2,-0.997660388,0.981335248,53.29140413
".38.12 CP2B           IOS080I 23FC,**,UL863601, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLO.INVE.UU863601",2,-0.997590666,0.98097631,52.29116381
".59.30 CP2B           IOS080I 13E1,84,UMA64400, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA64401.PR44",2,-0.997311897,0.980617373,51.32777927
".59.30 CP2B           IOS080I 13E1,84,UMA64400, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA64401.PR44",2,-0.997311897,0.980617373,51.32777927
"01.14.59 CP2B           IOS080I 14E1,7E,UM095100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.BOCT.UP095102.PR51",2,-0.996048826,0.979899497,49.503719
"07.45.57 CP2D           IOS080I 4BF0,70,AM300017, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM201745.S01",2,-0.995499889,0.97954056,48.63945697
"01.25.25 CP2C           IOS080I 5AB1,50,UMA63600, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA63601.PR36",2,-0.994942534,0.979181622,47.80485461
"01.45.45 CP2A           IOS080I 13FB,74,TP883402, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR883402",2,-0.994329044,0.978822685,46.99841089
".25.49 CP2D           IOS080I 4CFB,A5,TUIM0021, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLOIM21",2,-0.993058519,0.978463747,46.21872439
"03.27.50 CP1B S0177653  DLM01VT3   09/27/2018 03:28:18 vte3 VT: DLm0500I: Scratch of volume DB6982 requested by host via device 0CB5, dsn='U.D161107.T030810' -  GBP30, - THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES",2,-0.992590817,0.97810481,45.46448515
"01.31.29           IOS080I 14BA,7E,UMA64500, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA64502.PR45",2,-0.99197074,0.977745872,44.73446738
"01.20.35 CP1D S0002847  DNFO1033E 2018-09-15 17:20:35 BOCOU01 DNF_O_FT SAG returned error information with the following parameters: -  Code    : 'Sw.Sec.HSMContextLost' -  Text    : 'Security context has become invalid., DN=cn=fi",2,-0.990811355,0.977386935,44.02752273
"02.02.03           IOS080I 4CC7,A0,TP883215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR883215",2,-0.990674356,0.977027997,43.34257436
"01.45.53 CP2A           IOS080I 13FB,A4,TP883402, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR883402",2,-0.990663404,0.97666906,42.67861137
".52.31 CP2D           IOS080I 15C7,A4,UPA64303, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA64303",2,-0.987996708,0.976310122,42.03468389
18.34.32 CP1D S0021975  DSNT375I  -DPW1 PLAN=DSNACLI WITH CORRELATION-ID=QWP1BRK CONNECTION-ID=RRSAF -         LUW-ID=BOCHQP.DPW1APPL.D4F473C2C225=124299 -         THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:QWP1BRK:DYNAMIC:38934:*:* -,2,-0.987963376,0.975951184,41.40989854
"01.53.19 CP2D           IOS080I 59DE,54,UL873101, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLO.INVM.UU873101",2,-0.986062255,0.975592247,40.80341425
03- 18.34.32 CP1D S0021975  DSNT375I  -DPW1 PLAN=DSNACLI WITH CORRELATION-ID=QWP1BRK CONNECTION-ID=RRSAF -         LUW-ID=BOCHQP.DPW1APPL.D4F473C2C225=124299 -         THREAD-INFO=STCWBIFN:RRSAF:STCWBIFN:QWP1BRK:DYNAMIC:38934:*:*,2,-0.984200952,0.975233309,40.21443851
13.14.29 CP1E S0182336  DNFO1033E 2018-09-17 05:14:29 BOCOU01 DNF_O_FT 31323031383039383612754 1362657211720943450927734.375  SAG returned error information with - the following parameters: 90-  Code    : 'Sw.Wfa.BCSError' -  Text,2,-0.984078253,0.974874372,39.64222395
"01.03.54 CP2A           IOS080I 47B9,EE,UPA63303, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA63303",2,-0.982635012,0.974515434,39.0860651
".48.01 CP2A           IOS080I 47B2,DA,TUE50010, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLOGL10",0,-0.982092834,0.974156497,38.54529556
"01.01.21 CP2B           IOS080I 15EE,C8,UPA61301, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA61301",2,-0.981776424,0.973797559,38.0192853
07.05.07 CP1E S0083859  DNFO1005E 2018-10-03 23:05:07 BOCOU01 DNF_O_FT 31323031383130399696312 9065989051014184951782226.562  SAG reported an error with the -  Severity    : 'Transient' -  Code        : 'Sw.Gbl.NetworkTransmission,2,-0.980382472,0.973438622,37.50743821
06.18.27 CP1D S0182330  DNFO1033E 2018-09-21 22:18:27 BOCOU01 DNF_O_FT 31323031383039410258106 7272694781422615051269531.25  SAG returned error information with the - following parameters: -  Code    : 'Sw.Wfa.InvalidInstruction',2,-0.980290134,0.973079684,37.00918986
06.20.22 CP1E S0182336  DNFO1033E 2018-09-19 22:20:22 BOCOU01 DNF_O_FT 31323031383039383612754 05- 1362657211720943450927734.375  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.InvalidInstruct,2,-0.976471519,0.972720747,36.52400542
07.08.12 CP1E S0049990  DNFO1005E 2018-11-29 23:08:12 BOCOU01 DNF_O_FT 31323031383131398897035 0692397914826869964599609.375  SAG reported an error with the - following parameters: -  Severity    : \Transient\ -  Code        : \Sw,2,-0.975745872,0.972361809,36.05137774
07.37.42 CP1E S0083859  DNFO1033E 2018-09-30 23:37:42 BOCOU01 DNF_O_FT 31323031383039428021675 1212719827890396118164062.5  SAG returned error information with the - following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure',2,-0.973868301,0.972002872,35.59082559
02.55.46 CP1E S0083859  DNFO1005E 2018-09-29 18:55:46 BOCOU01 DNF_O_FT c4d5c6d6a5f3f1f160a022d 011a2423c838cda8f2f3752b2  SAG reported an error with the following - parameters: -  Severity    : \Transient\ -  Code        : \Sw.SnF,2,-0.973818395,0.971643934,35.14189201
"05.36.54 CP1C           IOS080I 3FD7,**,ZAPISS0G, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VPP3FD7",0,-0.973378213,0.971284996,34.70414282
12.41.43 CP1E S0083859  DNFO1033E 2018-09-30 04:41:43 BOCOU01 DNF_O_FT 31323031383039428021675 1212719827890396118164062.5  SAG returned error information with the - following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure',2,-0.971570228,0.970926059,34.27716521
05.04.04 CP1C J0115009  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 698 88.8% INUSE SYSJOB BACKUPP1.RMFIII.PLEXP1.Y180926 - RACK=F58040,3,-0.966286747,0.970567121,33.86056642
12.41.42 CP1E S0083859  DNFO1005E 2018-09-30 04:41:41 BOCOU01 DNF_O_FT 31323031383039428021675 1212719827890396118164062.5  SAG reported an error with the following - parameters: -  Severity    : 'Transient' -  Code        : 'Sw.G,2,-0.965511107,0.970208184,33.45397257
12.41.42 CP1E S0083859  DNFO1005E 2018-09-30 04:41:41 BOCOU01 DNF_O_FT 31323031383039428021675 1212719827890396118164062.5  SAG reported an error with the following - parameters: -  Severity    : \Transient\ -  Code        : \Sw.G,2,-0.965511107,0.970208184,33.45397257
01.20.54 CP1E S0002842  DNFO1005E 2018-09-15 17:20:53 BOCOU01 DNF_O_FT SAG reported an error with the following parameters: -  Severity    : 'Transient' -  Code        : 'Sw.Req.DirectoryConnection' -  Parameter   : 'Level=1' -  T,2,-0.96444421,0.969490309,32.66939185
02.24.02 CP1E J0122962 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS BEEN RUNNING FOR 15 MINUTES -            CORRELATION NAME=TF002102 -            CONNECTION ID=BATCH -            LUWID=BOCHQP.DP61APPL.D50B7AF26E01=154932 -,2,-0.960157457,0.969131371,32.29074185
"04.23.11 CP3B          *IXC585E STRUCTURE DSNDP0Z_GBP32K1 IN COUPLING * FACILITY BCC1C5, *PHYSICAL STRUCTURE VERSION D53F0745 74BC9AA0, *   SPACE USAGE     IN-USE       TOTAL    %     CHANGED    % *    ENTRIES:        61543      1",2,-0.960014143,0.968772434,31.92076866
"08.06.27 CP2D S0189174  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 15 (Exts > 12) COMPLETE VOLUME LIST, - DSN=BKDLMP2.L.A.BN.TSPAIF.P00386.CA180917.H22,VOLS=FB5358, - TOTALBLOCKS=848",4,-0.959835825,0.968413496,31.55917742
03.59.52 S0177715  BZCICSJOBS0 SEV=WAR ALL Jobname: P1CICS (CondCode <> 0) OR (Abend Code <> '') Volume GA4620 (/tapelibPRODHSH/DD1_POOL03_FS6/GA4620) already scratched,5,-0.958952652,0.968054559,31.20568647
01.05.01 CP1D J0186173 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS BEEN RUNNING FOR 16 MINUTES -            CORRELATION NAME=ENTRN1110071 -            CONNECTION ID=CIP1KA36 -            LUWID=BOCHQP.DP71APPL.D500182E6E0B=42312 -,7,-0.956125026,0.967695621,30.86002663
06.11.14 S0177137 *DSNB325A  -DP11 DSNB1CNE THERE IS A CRITICAL SHORTAGE,2,-0.942227914,0.967336683,30.52194052
17.52.06 CP2A J0165223 *IEF099I JOB RI65201D WAITING FOR DATA SETS MESSAGES ACTED UPON.,7,-0.935421016,0.966977746,30.19118192
"00.40.03 CP2D S0065864 *IOS003A 24AB,INTERVENTION REQUIRED",2,-0.933449356,0.966618808,29.86751516
"00.40.02 CP2D S0065864 *IOS003A 1E14,INTERVENTION REQUIRED",2,-0.932800805,0.966259871,29.55071458
"00.40.02 CP2D S0065864 *IOS003A 1E13,INTERVENTION REQUIRED",2,-0.93011616,0.965900933,29.24056399
"*00.40.03 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",2,-0.92622928,0.965541996,28.93685617
"00.40.03 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",2,-0.92622928,0.965541996,28.93685617
"07.40.20 CP3B          *IXC585E STRUCTURE DSNDP0Y_GBP28 IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D53F68F3 95C3B8D4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       TOT",2,-0.923459197,0.964824121,28.34798216
"00.40.03 CP2D S0189180 *IOS003A 24AB,INTERVENTION REQUIRED",2,-0.922494433,0.964465183,28.06244246
"00.40.03 CP2D S0189180 *IOS003A 24AB,INTERVENTION REQUIRED",2,-0.922494433,0.964465183,28.06244246
"01.19.42 CP3B J0089263 *IEF099I JOB DEDPKH23 WAITING FOR DATA SETS RETAINED,  DDNAME=NDM01235",7,-0.92239752,0.963747308,27.50827914
"00.40.02 CP2D S0189180 *IOS003A 1E14,INTERVENTION REQUIRED",2,-0.921817598,0.96338837,27.23932475
04.40.47 CP1C S0177136  DSNB355I  -DP1C DSNB5SCO GROUP BUFFER POOL GBP2 RECOVERY LRSN VALUES MIGHT CAUSE A DELAY IN GRECP RECOVERY. PAGE LEVEL   = 00D54BBA25A59E000000 -                    MEMBER LEVEL = 00D54BBA247B52D66400 - PAG,2,-0.921036712,0.963029433,26.97557868
"00.40.01 CP2D S0189180 *IOS003A 1E14,INTERVENTION REQUIRED",2,-0.920992288,0.962670495,26.7168911
00.31.29 CP1C S0177136  DSNB355I  -DP1C DSNB5SCO GROUP BUFFER POOL GBP2 RECOVERY LRSN VALUES MIGHT CAUSE A DELAY IN GRECP RECOVERY. PAGE LEVEL   = 00D50519E3EF73000000 -                    MEMBER LEVEL = 00D50519E12400641800 - PAG,2,-0.920090125,0.962311558,26.46311786
07.05.02 CP1D S0178179  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12291 TotalDSNs:10034 (TotalDSNs > 10000),4,-0.919651134,0.96195262,26.21412025
12.28.41 CP1C S0126467  DSNB355I  -DP11 DSNB5SCO GROUP BUFFER POOL GBP34 RECOVERY LRSN VALUES MIGHT CAUSE A DELAY IN GRECP RECOVERY. PAGE LEVEL   = 00D54D6492E21C000000 -                    MEMBER LEVEL = 00D54D646D4E97C72600 - PA,2,-0.919474207,0.961593683,25.96976471
"07.40.21 CP3D S0059824 *DSNB325A  -DP2Y DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP28 -  COMPLETE VOLUME LIST, - DSN=BACKUPP3.IE.TSBGDF.P00024.CA181129.H233957,VOLS=G61577, - TOTALBLOCKS=1",2,-0.919184046,0.961234745,25.72992263
"33 *22.53.57 CP1F          *IXC585E STRUCTURE DSNDP01_GBP32 IN COUPLING * FACILITY BCC1C1, *PHYSICAL STRUCTURE VERSION D4C3D02A C670DCCE, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE",2,-0.91906757,0.960875808,25.4944701
"00.40.02 CP2D S0189180 *IOS003A 1E13,INTERVENTION REQUIRED",2,-0.919001828,0.96051687,25.26328771
"03.41.12 CP1C S0021164  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D4F76FD0A08E000000 03:32:47 SEP 22, 2018",2,-0.918266808,0.960157933,25.03626034
