messageid,summary,risk,category
E2E,"E2E:2018-08-23 04:00:50,229 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 03:59:47,201 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 03:59:32,182 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 04:00:48,330 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:00:02,188 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
IEF099I,05.41.11 CP1C J0158479 *IEF099I JOB A01S804B WAITING FOR DATA SETS,3.0,5
IEF099I,05.30.35 CP1C J0158291 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2.0,5
E2E,"E2E:2018-08-23 05:03:27,427 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:22,237 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:17,508 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:20,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:03:20,338 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:03:48,572 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:04:02,534 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:47,510 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:18,570 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:03:57,429 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:32,531 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:04:27,431 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:18,779 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:04:32,536 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,2018-08-23 05:00:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,9.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,8.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,8.0,7
E2E,"E2E:2018-08-23 05:02:20,334 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:01:52,233 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:22,230 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:27,423 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:17,505 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:32,528 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:57,425 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:20,326 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:01:32,521 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:03:02,529 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:50,335 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:18,557 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:02:18,567 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:01:27,420 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:50,328 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:02:52,236 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:50,462 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:01:17,501 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:20,460 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:01:47,503 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:48,565 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:48,773 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:50,468 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:02:48,777 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:18,775 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:02:47,506 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:20,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:01:57,422 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:22,234 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:02:02,526 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:02:48,569 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:18,768 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,8.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,8.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,8.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,8.0,7
E2E,端到端:ERROR CN streamsjob status not running!,19.0,7
E2E,端到端:ERROR OVERSEA streamsjob status not running!,23.0,7
E2E,端到端:ERROR OVERSEA streamsjob healthy not good!,15.0,7
E2E,端到端:ERROR CN streamsjob healthy not good!,14.0,7
E2E,2018-08-23 05:00:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sam,10.0,7
E2E,2018-08-23 05:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-aas,9.0,7
E2E,2018-08-23 04:58:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sch,10.0,7
E2E,2018-08-23 05:00:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-srm,10.0,7
E2E,端到端:ERROR CN streamsjob healthy not good!,14.0,7
E2E,端到端:ERROR OVERSEA streamsjob healthy not good!,15.0,7
E2E,端到端:ERROR OVERSEA streamsjob status not running!,23.0,7
E2E,端到端:ERROR CN streamsjob status not running!,19.0,7
E2E,"E2E:2018-08-23 04:59:18,550 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 04:59:50,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 04:59:52,225 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 04:59:48,763 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:01:02,519 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:17,489 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:22,224 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:20,453 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:27,414 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:52,229 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:57,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:48,766 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:17,486 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:32,512 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:48,555 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:50,458 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:00:32,516 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:48,552 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:18,764 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:00:02,514 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:50,324 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 04:59:18,761 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 05:00:57,417 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:22,227 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 04:59:27,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:18,553 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
E2E,"E2E:2018-08-23 04:59:47,487 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",4.0,6
E2E,"E2E:2018-08-23 05:00:47,491 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3.0,6
E2E,"E2E:2018-08-23 05:00:20,456 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0,6
BSOEXTPDSS0,10- 07.46.12 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),5.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.27 CP3A J0157298 *1655 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.23 CP3A J0157298 *1651 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.24 CP3A J0157298 *1652 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.25 CP3A J0157298 *1653 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.26 CP3A J0157298 *1654 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.22 CP3A J0157298 *1650 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.20 CP3A J0157298 *1649 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.19 CP3A J0157298 *1648 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.17 CP3A J0157298 *1646 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.16 CP3A J0157298 *1645 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.18 CP3A J0157298 *1647 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.14 CP3A J0157298 *1643 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.12 CP3A J0157298 *1641 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.11 CP3A J0157298 *1640 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.15 CP3A J0157298 *1644 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.13 CP3A J0157298 *1642 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.05 CP3A J0157298 *1634 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.07 CP3A J0157298 *1636 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.06 CP3A J0157298 *1635 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.10 CP3A J0157298 *1639 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.09 CP3A J0157298 *1638 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.04 CP3A J0157298 *1601 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,16.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.08 CP3A J0157298 *1637 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'.,18.0,7
IEF238D,带库相关问题，请通知系统管理一和生产运行值班人员 10.47.04 CP3A J0157298 *1601 IEF238D REST - REPLY DEVICE NAME OR 'CANCEL'. C0D2-C0D3 C1D2-C1D3 C2D2-C2D3 C3D2-C3D3 C4D2-C4D3 C500-C52F C5D2-C5D3 C6D2-C6D3 C7D2-C7D3 C8D2-C8D3 C9D2-C9D3 CAD2-CAD3 CBD2-CBD3 :,55.0,7
DSNR035I,12.33.41 CP1E S0124257  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 00-           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP71APPL.D4D22B81A25C = 76621 -,8.0,7
IEF099I,16.31.10 CP1F J0189564 *IEF099I JOB SORTERR  WAITING FOR DATA SETS,4.0,5
BCCONNECTS0,"21.21.44 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3ZT21 CID: C721 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BCCONNECTS0,"21.21.44 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3ZT22 CID: C722 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BCCONNECTS0,"21.21.44 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3AT21 CID: Z721 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BCMODNSESS5,21.20.47 CP3A S0098407  BCMODNSESS5 SEV=CRI CIP3ZT21 ConnID: C721 CurrSess109 (CurrSess < 140),41.0,7
BCMODNSESS5,21.20.47 CP3A S0098407  BCMODNSESS5 SEV=CRI CIP3ZT22 ConnID: C722 CurrSess95 (CurrSess < 140),42.0,7
BCMODNSESS5,21.20.47 CP3A S0098407  BCMODNSESS5 SEV=CRI CIP3AT21 ConnID: Z721 CurrSess99 (CurrSess < 140),41.0,7
BCCONNECTS0,"21.20.45 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3ZT11 CID: C711 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BCCONNECTS0,"21.20.45 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3AT11 CID: Z711 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BCCONNECTS0,"21.20.45 CP3A S0098407  BCCONNECTS0 SEV=CRI CIP3ZT12 CID: C712 NET: LBSLKZ70 STAT: RELEASED        ,CICS连接中断",13.0,7
BNEEPUACTS0,21.19.06 CP3A S0098407  BNEEPUACTS0 SEV=CRI TCPIP PUName:PBSLKZ7 System:CP3A Remote IP:21.125.20.19     (State <> ACTIVE) (Persisting),36.0,7
BNEEPUACTS0,21.19.06 CP3A S0098407  BNEEPUACTS0 SEV=CRI TCPIP PUName:PBSLKZ7 System:CP3C Remote IP:21.125.20.19     (State <> ACTIVE) (Persisting),38.0,7
BNEEPUACTS0,21.18.06 CP3A S0098407  BNEEPUACTS0 SEV=CRI TCPIP PUName:PBSLKZ7 System:CP3C Remote IP:21.125.20.19     (State <> ACTIVE),35.0,7
BNEEPUACTS0,21.18.06 CP3A S0098407  BNEEPUACTS0 SEV=CRI TCPIP PUName:PBSLKZ7 System:CP3A Remote IP:21.125.20.19     (State <> ACTIVE),34.0,7
DBA:BANCS,21.15.13 CP1C J0002467  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.15.13 CP1C J0002467  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,21.14.20 CP1C J0002467  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 73.7% INUSE SYSJOB,1.0,3
DBA:BANCS,21.14.20 CP1C J0002467  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.2% INUSE SYSJOB,1.0,3
DBA:BANCS,21.14.20 CP1C J0002467  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 70.4% INUSE SYSJOB,1.0,3
IEF099I,21.13.53 CP1E J0002554 *IEF099I JOB NA100006 WAITING FOR DATA SETS,2.0,5
DBA:EISS,21.04.13 CP1E J0002437  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.13 CP1E J0002437  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.13 CP1E J0002437  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.13 CP1E J0002437  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
IEF099I,22.11.47 CP1E J0003057 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0,5
IEF099I,00.02.01 CP1F J0014065 *IEF099I JOB G01SAGOC WAITING FOR DATA SETS,4.0,5
IEF099I,01.50.38 CP1E J0020343 *IEF099I JOB G01S506B WAITING FOR DATA SETS,2.0,5
IOS080I,"01.47.03 CP2A           IOS080I 23EB,35,TP884408, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR884408",7.0,1
IEF099I,01.38.41 CP1C J0019447 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,2.0,5
